# Index  Shot#  Recv#  Measured[s]  Calculated[s]  Residual[s]
   552      6     99  0.020370  0.028478  -0.008108
   553      6    100  0.020130  0.029280  -0.009150
   554      6    101  0.021110  0.031507  -0.010397
   555      6    102  0.021850  0.029461  -0.007611
   556      6    103  0.022090  0.029025  -0.006935
   557      6    104  0.022580  0.029209  -0.006629
   558      7      1  0.040750  0.039324  0.001426
   559      7      2  0.040000  0.039637  0.000363
   560      7      3  0.039110  0.038571  0.000539
   561      7      4  0.038000  0.037910  0.000090
   562      7      5  0.037250  0.037373  -0.000123
   563      7      6  0.038000  0.037446  0.000554
   564      7      7  0.037750  0.037330  0.000420
   565      7      8  0.036120  0.036690  -0.000570
   566      7      9  0.035500  0.036411  -0.000911
   567      7     10  0.036690  0.036912  -0.000222
   568      7     11  0.037000  0.038225  -0.001225
   569      7     12  0.037500  0.036880  0.000620
   570      7     13  0.037250  0.036403  0.000847
   571      7     14  0.036120  0.035843  0.000277
   572      7     15  0.035690  0.035610  0.000080
   573      7     16  0.034550  0.034745  -0.000195
   574      7     17  0.033120  0.034139  -0.001019
   575      7     18  0.033550  0.033924  -0.000374
   576      7     19  0.033260  0.033231  0.000029
   577      7     20  0.032980  0.032685  0.000295
   578      7     21  0.033260  0.031781  0.001479
   579      7     22  0.032410  0.032110  0.000300
   580      7     23  0.031980  0.032172  -0.000192
   581      7     24  0.031410  0.031897  -0.000487
   582      7     25  0.031120  0.031256  -0.000136
   583      7     26  0.030980  0.031101  -0.000121
   584      7     27  0.030250  0.030376  -0.000126
   585      7     28  0.029500  0.029645  -0.000145
   586      7     29  0.028840  0.028927  -0.000087
   587      7     30  0.029260  0.028128  0.001132
   588      7     31  0.028250  0.027465  0.000785
   589      7     32  0.027730  0.027699  0.000031
   590      7     33  0.027840  0.027607  0.000233
   591      7     35  0.028000  0.027176  0.000824
   592      7     36  0.026750  0.026561  0.000189
   593      7     37  0.026000  0.026060  -0.000060
   594      7     38  0.026750  0.026227  0.000523
   595      7     39  0.025750  0.025502  0.000248
   596      7     40  0.025750  0.025214  0.000536
   597      7     41  0.024750  0.024005  0.000745
   598      7     42  0.023750  0.024006  -0.000256
   599      7     43  0.023250  0.023429  -0.000179
   600      7     44  0.023270  0.023258  0.000012
   601      7     45  0.022840  0.022831  0.000009
   602      7     46  0.021910  0.021849  0.000061
   603      7     47  0.021410  0.021524  -0.000114
   604      7     48  0.020980  0.021039  -0.000059
   605      7     49  0.020950  0.020417  0.000533
   606      7     50  0.020130  0.019454  0.000676
   607      7     51  0.019700  0.017573  0.002127
   608      7     52  0.019910  0.018536  0.001374
   609      7     53  0.018160  0.019230  -0.001070
   610      7     54  0.018410  0.018587  -0.000177
   611      7     55  0.016930  0.016984  -0.000054
   612      7     56  0.015710  0.015132  0.000578
   613      7     57  0.013500  0.013071  0.000429
