# Cell_X[m]  Cell_Y[m]  Velocity[m/s]
22.784161  -0.113716  208.998710
24.948211  -1.387838  297.844382
21.245102  -0.114373  202.017706
52.510649  -0.385046  305.314215
18.962278  -0.343391  204.814360
49.260260  -0.170695  231.101876
24.724025  -0.127825  225.607743
86.723384  -0.100143  217.309983
23.247277  -0.108513  213.700627
27.764825  -0.597245  240.799436
43.949450  -0.683187  298.212317
30.026763  -0.828035  353.596189
29.918418  -0.578827  223.544853
25.764703  -0.136295  232.942315
26.004279  -0.265193  234.616177
30.262849  -0.191424  204.766278
25.500932  -0.404365  230.681864
31.712863  -0.195562  219.626611
29.757587  -0.119664  203.286377
27.727123  -0.120507  220.717436
28.811491  -0.294776  207.741791
27.490044  -0.245372  225.184516
35.636466  -1.021696  333.833883
29.293485  -0.137016  203.577202
35.458476  -0.684687  306.603326
31.438445  -0.314914  217.163078
29.551072  -0.256680  203.784402
37.227126  -0.224309  253.274927
29.104976  -0.431792  207.502677
26.752779  -0.224050  237.819664
28.515771  -0.492406  211.112134
29.438803  -1.054026  470.197912
35.107388  -0.703607  304.709678
31.225583  -0.119351  209.779187
34.022155  -0.675226  289.976995
35.525369  -0.355807  291.319022
32.738586  -0.221758  263.757735
32.232181  -0.148829  239.903926
34.490544  -0.373163  283.067510
41.467722  -0.821582  326.402901
31.945044  -0.344391  229.905604
33.500577  -0.317865  274.544008
41.380780  -0.558114  223.908972
34.750573  -0.223387  284.989917
35.007614  -0.374728  287.047603
41.756415  -0.193805  221.581675
41.250077  -0.112659  211.286694
36.956592  -0.361719  258.607731
38.315738  -0.254183  225.592530
36.729466  -0.137410  268.407271
36.493593  -0.271510  275.061708
39.044358  -0.240257  211.531908
35.257041  -0.151341  289.079552
40.823163  -0.959984  338.309662
33.746714  -0.168620  275.064427
43.231650  -0.202373  265.002285
30.987240  -0.237896  207.995641
35.768328  -0.204466  291.670573
44.285696  -0.213603  276.413849
37.486535  -0.402753  249.593782
37.759408  -0.178444  242.113178
47.003413  -1.119726  364.014667
46.870636  -0.710721  333.763692
39.251462  -0.113568  208.026069
40.307335  -0.214169  208.116582
47.247335  -0.221306  270.313359
40.041430  -0.389369  212.016527
48.728359  -0.225105  241.515784
46.983779  -0.376039  278.495303
40.786327  -0.116145  206.741795
41.036404  -0.228805  208.458687
55.267266  -0.202514  339.489097
57.599534  -1.000583  386.879577
42.496491  -0.247290  248.576676
57.435372  -0.651559  369.311220
45.255894  -0.460744  296.599285
42.732315  -0.124426  254.816286
59.229788  -0.207057  238.710762
42.963965  -0.326799  261.838975
56.009073  -0.589483  358.690881
40.593662  -0.330315  208.579107
46.503827  -0.705385  328.867343
57.077864  -0.654911  370.508003
43.752644  -0.148115  270.329451
45.898452  -0.363950  280.859180
57.515072  -0.342072  320.676722
60.290042  -0.242629  229.782193
45.684592  -0.147979  284.332471
67.432944  -0.303222  289.594894
50.795048  -0.470055  287.021880
46.450303  -0.370704  279.855981
