# Cell_X[m]  Cell_Y[m]  Velocity[m/s]
19.875000  -0.135804  175.689517
3.875000  -0.087078  190.803663
22.307180  -0.376172  205.517906
25.875000  -0.087078  203.560324
74.287740  -0.427706  270.739459
19.583333  -0.271609  173.314260
4.125000  -0.135804  193.153696
0.401958  -2.156554  2329.687990
20.333492  -2.137686  2056.087909
21.500000  -0.095818  158.456033
74.079407  -0.470128  271.453731
60.875000  -0.135804  208.194942
35.890924  -2.354237  1821.056514
21.875000  -0.073445  166.939919
42.000000  -0.222882  250.085909
22.125000  -0.087078  172.888426
61.287740  -0.427706  205.398619
20.125000  -0.087078  168.968131
73.875000  -0.135804  271.633210
22.708333  -0.229187  192.215215
1.485999  -2.010131  2355.147989
52.291667  -0.180461  235.889086
-0.666667  -28.994167  207.706581
59.557190  -0.556694  252.218877
31.077170  -1.980681  2307.764341
5.875000  -0.771882  204.384043
23.000000  -0.222882  194.475020
14.658922  -1.808359  285.708617
23.291667  -0.180461  196.021838
23.500000  -0.093383  197.975543
14.125000  -0.135804  199.557795
23.125000  -0.087078  195.215863
5.375000  -0.135804  186.612986
4.340811  -2.200487  2209.876308
24.708333  -0.180461  195.557010
92.125000  -0.135804  260.037799
27.492147  -0.647456  207.183081
26.000000  -0.222882  204.527560
8.291667  -0.180461  134.562895
27.079407  -0.470128  208.085241
92.049520  -0.689878  264.212507
23.875000  -0.121057  200.492215
6.125000  -0.087078  182.974674
9.875000  -0.135804  103.111833
26.125000  -0.135804  205.643940
25.920593  -0.470128  200.964705
27.125000  -0.087078  213.719313
27.000000  -0.222882  212.379283
22.875000  -0.135804  193.552780
26.875000  -0.135804  211.882069
9.291667  -0.180461  113.496275
58.036825  -0.676085  241.912689
28.125000  -0.087078  191.852469
29.492147  -0.647456  246.448207
12.291667  -0.231622  140.849198
39.875000  -0.087078  189.933075
29.000000  -0.222882  156.492534
31.287740  -0.427706  197.652175
40.712260  -0.427706  197.893577
28.875000  -0.135804  159.537333
13.712260  -0.427706  215.281911
27.875000  -0.135804  200.194115
57.875000  -0.087078  265.517529
25.708333  -0.180461  202.586917
8.000000  -0.222882  148.220997
64.125000  -0.087078  244.419462
30.125000  -0.087078  179.472506
28.000000  -0.222882  196.848849
30.875000  -0.135804  173.326948
31.125000  -0.087078  191.132779
34.712260  -0.427706  212.605187
30.000000  -0.222882  188.588997
28.492147  -0.647456  224.557810
12.708333  -0.169263  149.476126
32.287740  -0.427706  199.625620
32.125000  -0.087078  238.969583
10.184005  -0.990610  281.317479
16.500000  -0.093924  218.190168
33.000000  -0.222882  239.644618
33.125000  -0.087078  238.454447
45.500000  -0.095818  239.747864
32.500000  -0.093383  248.588786
16.125000  -0.135804  228.771504
31.000000  -0.222882  179.549029
31.875000  -0.135804  232.568038
14.599346  -2.330539  2326.915092
35.000000  -0.222882  225.240828
18.125000  -0.135804  173.905661
34.875000  -0.087078  225.145094
35.125000  -0.135804  225.138942
17.875000  -0.087078  184.537670
34.708333  -0.180461  225.032678
16.936417  -0.440450  205.857595
19.375000  -0.135804  134.248862
36.712260  -0.427706  212.706664
36.708333  -0.180461  243.814793
20.000000  -0.222882  181.379286
21.000000  -0.222882  149.253865
36.875000  -0.087078  245.089982
37.125000  -0.135804  248.849078
22.118296  -0.498855  205.481063
37.000000  -0.222882  246.070626
21.769450  -0.385329  206.819662
35.708333  -0.180461  232.287914
27.404029  -2.127983  2509.952094
34.000000  -0.222882  224.809183
44.125000  -0.135804  235.245074
29.875000  -0.135804  179.344980
62.875000  -0.087078  244.546334
24.000000  -0.203097  201.041069
36.161460  -1.712488  1871.535324
25.000000  -0.222882  195.708835
39.549009  -0.557379  207.122104
38.708333  -0.175965  218.180230
26.625000  -0.135804  211.592959
39.712260  -0.427706  210.074192
23.446004  -2.192732  1981.587742
29.125000  -0.087078  149.102192
39.708333  -0.180461  186.746888
30.291667  -0.180461  174.522647
48.500000  -0.093383  223.494108
43.920593  -0.470128  222.261234
29.872011  -1.441307  255.656176
40.000000  -0.222882  196.844117
28.538162  -2.240868  2538.923964
39.000000  -0.203097  200.175150
26.416667  -0.271609  205.968690
32.875000  -0.135804  241.946466
41.000000  -0.222882  183.509347
36.125000  -0.135804  235.788625
41.125000  -0.135804  192.008152
41.416667  -0.271609  195.327511
39.291667  -0.214439  190.947389
40.875000  -0.087078  176.832485
35.875000  -0.087078  233.412350
36.912138  -1.970493  1839.926021
43.000000  -0.222882  244.429616
43.125000  -0.135804  243.231801
38.000000  -0.222882  246.299739
40.953970  -0.774011  194.978950
43.708333  -0.180461  237.929516
44.708333  -0.180461  237.615108
42.875000  -0.087078  248.831395
44.000000  -0.222882  236.212256
40.250372  -2.007807  1772.258658
42.708333  -0.180461  251.249250
37.708333  -0.180461  252.681150
40.708333  -0.180461  174.948416
35.712260  -0.427706  214.006352
46.920593  -0.470128  247.374955
44.875000  -0.087078  237.987884
46.712260  -0.427706  247.736590
45.291667  -0.169263  239.036542
48.287740  -0.427706  242.766395
44.818256  -1.807819  1829.341217
45.000000  -0.160523  238.355904
45.125000  -0.073445  238.708004
47.625000  -0.135804  236.726025
47.000000  -0.222882  239.183981
46.708333  -0.180461  240.308156
49.587035  -1.801513  2221.384069
50.712260  -0.427706  266.523025
49.708333  -0.180461  254.583589
48.000000  -0.222882  235.086445
50.976880  -2.180279  2437.917369
47.125000  -0.135804  239.103870
48.500000  -0.587873  244.763102
47.416667  -0.271609  238.988089
47.875000  -0.135804  236.536043
52.553188  -0.549849  214.182538
48.291667  -0.180461  229.920867
53.283013  -1.855659  1728.965970
48.875000  -0.087078  213.734257
50.000000  -0.222882  271.478416
54.375000  -0.135804  227.974453
49.000000  -0.222882  210.991057
53.125000  -0.087078  233.611729
59.878867  -1.295398  223.698443
51.416667  -0.271609  219.796588
51.000000  -0.222882  216.726809
56.125000  -0.135804  248.449635
58.704127  -1.266708  223.343888
51.125000  -0.135804  218.754620
51.875000  -0.135804  235.671851
60.557180  -0.424898  247.850895
52.648188  -0.917300  190.142258
56.708333  -0.214439  260.930163
52.283738  -0.420861  214.125075
55.620000  -0.987824  211.360528
48.125000  -0.087078  232.181962
51.625000  -0.135804  236.426549
45.920593  -0.470128  247.756571
43.295593  -0.536015  215.681220
37.049520  -0.689878  194.003050
26.017266  -1.083790  200.918450
52.000000  -0.222882  234.700309
40.728593  -1.894184  1753.816432
59.291667  -0.180461  228.191248
52.125000  -0.087078  235.516750
53.000000  -0.160523  234.377827
53.712260  -0.427706  215.077711
52.875000  -0.073445  235.432759
62.922136  -1.010498  206.665610
54.316430  -1.622684  1533.942899
58.059080  -1.670128  1319.541993
65.970707  -0.991152  206.606279
54.000000  -0.222882  227.165963
64.000000  -0.222882  244.491914
54.125000  -0.135804  227.273565
54.875000  -0.135804  239.900474
68.630120  -0.512857  207.806862
53.875000  -0.087078  227.897564
77.875000  -0.087078  244.475581
55.712260  -0.427706  238.774758
62.708333  -0.180461  246.242682
65.875000  -0.135804  233.400509
55.125000  -0.087078  241.281364
55.875000  -0.087078  246.857723
61.041912  -1.801969  1374.585651
57.500000  -0.093383  268.947321
56.000000  -0.222882  247.575965
55.000000  -0.222882  240.525961
78.875000  -0.087078  231.547044
67.977783  -0.376589  211.527644
56.872651  -0.669336  241.156486
58.614525  -0.733256  257.448741
67.000000  -0.222882  234.247041
68.875000  -0.135804  211.651021
55.337214  -1.788141  1394.815986
58.000000  -0.222882  263.500575
75.875000  -0.087078  254.113956
57.708333  -0.180461  266.450687
70.290914  -1.651667  2475.716708
63.706105  -1.560348  1439.590706
66.500000  -0.093383  233.430285
54.383670  -11.213607  7274.394761
67.359173  -0.493338  220.023945
79.411171  -0.568200  219.047856
60.307180  -0.376172  249.048882
70.125000  -0.135804  202.548343
58.583333  -0.271609  245.263234
58.875000  -0.135804  244.095963
68.433107  -1.528711  2290.473308
58.375000  -0.135804  263.209406
71.079407  -0.470128  228.235064
71.708333  -0.214439  262.589014
59.125000  -0.087078  234.249150
59.500000  -0.093383  209.945784
72.000000  -0.203097  263.880146
75.232011  -1.613489  1880.136458
59.875000  -0.073445  197.849192
61.000000  -0.222882  211.872908
75.708333  -0.180461  254.927025
60.125000  -0.087078  194.745470
76.365783  -0.500783  251.770588
65.125000  -0.135804  243.702426
73.557180  -0.424898  242.515429
77.125000  -0.073445  245.544736
61.291667  -0.180461  223.803941
75.824428  -1.690214  1709.688420
63.000000  -0.222882  241.747204
61.824872  -1.682530  1366.292790
93.291667  -0.229187  269.148509
61.708333  -0.214439  245.806167
78.507305  -0.646860  252.184040
86.125000  -0.121057  212.486348
63.414043  -0.571320  217.307283
63.583333  -0.271609  244.198933
82.416667  -0.271609  265.130466
92.507853  -0.647456  260.931114
66.287740  -0.427706  227.133937
63.078821  -1.585153  1404.991318
82.875000  -0.135804  270.957777
63.875000  -0.135804  244.362465
81.712260  -0.427706  243.146105
