# Index  Shot#  Recv#  Measured[s]  Calculated[s]  Residual[s]
   612      7     56  0.015710  0.016550  -0.000840
   613      7     57  0.013500  0.015922  -0.002422
   614      7     58  0.010550  0.012328  -0.001778
   615      7     59  0.011040  0.008585  0.002455
   616      7     60  0.006370  0.004712  0.001658
   617      7     62  0.006130  0.005051  0.001079
   618      7     63  0.009320  0.009301  0.000019
   619      7     64  0.011040  0.013316  -0.002276
   620      7     65  0.013990  0.015249  -0.001259
   621      7     66  0.015950  0.015812  0.000138
   622      7     67  0.017180  0.016656  0.000524
   623      7     68  0.018160  0.017435  0.000725
   624      7     69  0.019150  0.018184  0.000966
   625      7     70  0.020370  0.018840  0.001530
   626      7     71  0.020370  0.019464  0.000906
   627      7     72  0.019880  0.019205  0.000675
   628      7     73  0.019390  0.019336  0.000054
   629      7     74  0.019880  0.019262  0.000618
   630      7     75  0.019150  0.019068  0.000082
   631      7     76  0.019390  0.019638  -0.000248
   632      7     77  0.020130  0.020186  -0.000056
   633      7     78  0.020130  0.020703  -0.000573
   634      7     79  0.020860  0.021396  -0.000536
   635      7     80  0.022580  0.022319  0.000261
   636      7     81  0.022830  0.025169  -0.002339
   637      7     82  0.023810  0.024593  -0.000783
   638      7     83  0.023810  0.025001  -0.001191
   639      7     84  0.025530  0.025822  -0.000292
   640      7     85  0.025780  0.026910  -0.001130
   641      7     86  0.026270  0.027772  -0.001502
   642      7     87  0.028720  0.028623  0.000097
   643      7     88  0.029460  0.029345  0.000115
   644      7     89  0.029950  0.029607  0.000343
   645      7     90  0.029710  0.029713  -0.000003
   646      7     91  0.029220  0.030150  -0.000930
   647      7     92  0.028230  0.029468  -0.001238
   648      7     93  0.028480  0.029122  -0.000642
   649      7     94  0.029220  0.029530  -0.000310
   650      7     95  0.030690  0.031136  -0.000446
   651      7     96  0.031180  0.030373  0.000807
   652      7     97  0.030440  0.029880  0.000560
   653      7     98  0.029950  0.029950  -0.000000
   654      7     99  0.028970  0.030596  -0.001626
   655      7    100  0.029950  0.031356  -0.001406
   656      7    101  0.030690  0.033862  -0.003172
   657      7    102  0.031180  0.031780  -0.000600
   658      7    103  0.032160  0.031440  0.000720
   659      7    104  0.031920  0.031538  0.000382
   660      8      1  0.043250  0.041059  0.002191
   661      8      2  0.042540  0.042252  0.000288
   662      8      3  0.041260  0.041053  0.000207
   663      8      4  0.040260  0.040285  -0.000025
   664      8      5  0.040970  0.040089  0.000881
   665      8      6  0.040830  0.040012  0.000818
   666      8      7  0.039970  0.039771  0.000199
   667      8      8  0.038260  0.039386  -0.001126
   668      8      9  0.037400  0.039306  -0.001906
   669      8     10  0.037830  0.039682  -0.001852
   670      8     11  0.039400  0.040991  -0.001591
   671      8     12  0.039260  0.039235  0.000025
   672      8     13  0.038400  0.038642  -0.000242
   673      8     14  0.038540  0.037740  0.000800
   674      8     15  0.038540  0.037241  0.001299
   675      8     16  0.037970  0.036368  0.001602
   676      8     17  0.036970  0.035944  0.001026
   677      8     18  0.036400  0.035902  0.000498
   678      8     19  0.036120  0.035230  0.000890
   679      8     20  0.035690  0.034878  0.000812
   680      8     21  0.035260  0.033839  0.001421
   681      8     22  0.036120  0.034153  0.001967
   682      8     23  0.035550  0.033855  0.001695
   683      8     24  0.034400  0.033562  0.000838
   684      8     25  0.033550  0.033278  0.000272
   685      8     26  0.033980  0.033140  0.000840
   686      8     27  0.033260  0.032319  0.000941
   687      8     28  0.032120  0.031745  0.000375
   688      8     29  0.030550  0.031223  -0.000673
   689      8     30  0.029840  0.030793  -0.000953
   690      8     31  0.030260  0.029928  0.000332
   691      8     32  0.029410  0.030389  -0.000979
   692      8     33  0.028840  0.030276  -0.001436
   693      8     34  0.028980  0.029777  -0.000797
   694      8     35  0.028690  0.029625  -0.000935
   695      8     37  0.027120  0.028668  -0.001548
   696      8     53  0.023810  0.022724  0.001086
   697      8     54  0.023080  0.022737  0.000343
   698      8     55  0.023570  0.022592  0.000978
   699      8     56  0.021850  0.022068  -0.000218
   700      8     57  0.022340  0.021717  0.000623
   701      8     58  0.021360  0.021264  0.000096
   702      8     59  0.020860  0.020394  0.000466
   703      8     60  0.019880  0.019820  0.000060
   704      8     61  0.020860  0.019464  0.001396
   705      8     62  0.020370  0.019319  0.001051
   706      8     63  0.018900  0.018165  0.000735
   707      8     64  0.017670  0.017451  0.000219
   708      8     65  0.016690  0.016482  0.000208
   709      8     66  0.014720  0.015721  -0.001001
   710      8     67  0.015220  0.015432  -0.000212
   711      8     68  0.013000  0.013775  -0.000775
   712      8     69  0.010060  0.009492  0.000568
   713      8     70  0.005390  0.004933  0.000457
   714      8     72  0.005640  0.004316  0.001324
   715      8     73  0.008340  0.008194  0.000146
   716      8     74  0.010550  0.011909  -0.001359
   717      8     75  0.012760  0.014376  -0.001616
   718      8     76  0.015950  0.014958  0.000992
   719      8     77  0.015220  0.015532  -0.000312
   720      8     78  0.016440  0.016076  0.000364
   721      8     79  0.018160  0.016776  0.001384
   722      8     80  0.017430  0.017698  -0.000268
   723      8     81  0.019390  0.020548  -0.001158
   724      8     82  0.020130  0.019973  0.000157
   725      8     83  0.020860  0.020380  0.000480
   726      8     84  0.021850  0.021201  0.000649
   727      8     85  0.022830  0.022289  0.000541
   728      8     86  0.024550  0.023346  0.001204
   729      8     87  0.025530  0.024827  0.000703
   730      8     88  0.026760  0.026402  0.000358
   731      8     89  0.027500  0.027558  -0.000058
   732      8     90  0.029460  0.028266  0.001194
   733      8     91  0.028720  0.029146  -0.000426
   734      8     92  0.029220  0.028840  0.000380
   735      8     93  0.028970  0.028808  0.000162
   736      8     94  0.031180  0.029486  0.001694
   737      8     95  0.031430  0.031296  0.000134
   738      8     96  0.032160  0.030782  0.001378
   739      8     97  0.031920  0.030492  0.001428
   740      8     98  0.033150  0.030584  0.002566
   741      8     99  0.033150  0.031229  0.001921
   742      8    100  0.032900  0.031990  0.000910
   743      8    101  0.032410  0.034496  -0.002086
   744      8    102  0.032650  0.032414  0.000236
   745      8    103  0.032410  0.032073  0.000337
   746      8    104  0.030690  0.032172  -0.001482
   747      9      5  0.049110  0.045198  0.003912
   748      9      6  0.048540  0.045120  0.003420
   749      9      7  0.047110  0.044879  0.002231
   750      9     11  0.046250  0.046099  0.000151
   751      9     12  0.045680  0.044344  0.001336
   752      9     15  0.043400  0.042350  0.001050
   753      9     17  0.045540  0.041053  0.004487
   754      9     18  0.045540  0.041011  0.004529
   755      9     19  0.044250  0.040339  0.003911
   756      9     20  0.044250  0.039987  0.004263
   757      9     21  0.045250  0.038947  0.006303
   758      9     25  0.042260  0.038387  0.003873
   759      9     27  0.038690  0.037428  0.001262
   760      9     28  0.038260  0.036853  0.001407
   761      9     29  0.037400  0.036332  0.001068
   762      9     31  0.036830  0.035037  0.001793
   763      9     32  0.036830  0.035498  0.001332
   764      9     33  0.036690  0.035384  0.001306
   765      9     34  0.035830  0.034886  0.000944
   766      9     37  0.034120  0.033800  0.000320
   767      9     40  0.033120  0.033290  -0.000170
   768      9     41  0.032120  0.032126  -0.000006
   769      9     43  0.031410  0.031676  -0.000266
   770      9     46  0.030410  0.030216  0.000194
   771      9     47  0.029690  0.029813  -0.000123
   772      9     48  0.029260  0.029333  -0.000073
   773      9     49  0.028410  0.029288  -0.000878
   774      9     50  0.029690  0.028666  0.001024
   775      9     51  0.029120  0.027026  0.002094
   776      9     52  0.028260  0.027809  0.000451
   777      9     53  0.029220  0.028318  0.000902
   778      9     54  0.029460  0.028410  0.001050
   779      9     55  0.029220  0.028264  0.000956
   780      9     56  0.027740  0.027741  -0.000001
   781      9     57  0.029460  0.027389  0.002071
   782      9     58  0.029220  0.026936  0.002284
   783      9     59  0.027500  0.026067  0.001433
   784      9     60  0.026510  0.025492  0.001018
   785      9     61  0.025530  0.025169  0.000361
   786      9     62  0.024550  0.025023  -0.000473
   787      9     63  0.023570  0.023869  -0.000299
   788      9     64  0.023080  0.023195  -0.000115
   789      9     65  0.021850  0.022249  -0.000399
   790      9     66  0.020860  0.021515  -0.000655
   791      9     67  0.020620  0.021240  -0.000620
   792      9     68  0.020620  0.020811  -0.000191
   793      9     69  0.019390  0.020780  -0.001390
   794      9     70  0.019640  0.020625  -0.000985
   795      9     71  0.018900  0.020548  -0.001648
   796      9     72  0.018900  0.019527  -0.000627
   797      9     73  0.019640  0.018825  0.000815
   798      9     74  0.019150  0.017756  0.001394
   799      9     75  0.019640  0.016840  0.002800
   800      9     76  0.018650  0.016430  0.002220
   801      9     77  0.016440  0.015828  0.000612
   802      9     78  0.014230  0.014011  0.000219
   803      9     79  0.011040  0.009928  0.001112
   804      9     80  0.006130  0.005734  0.000396
   805      9     82  0.006370  0.004978  0.001392
   806      9     83  0.009320  0.008881  0.000439
   807      9     84  0.012020  0.012590  -0.000570
   808      9     85  0.014230  0.016301  -0.002071
   809      9     86  0.017180  0.019002  -0.001822
   810      9     87  0.018900  0.020499  -0.001599
   811      9     88  0.021600  0.022074  -0.000474
   812      9     89  0.021600  0.023297  -0.001697
   813      9     91  0.024790  0.024967  -0.000177
   814      9     92  0.024790  0.024664  0.000126
   815      9     93  0.025780  0.024672  0.001108
   816      9     94  0.026270  0.025350  0.000920
   817      9     95  0.026270  0.027161  -0.000891
   818      9     96  0.026760  0.026716  0.000044
   819      9     97  0.027500  0.026432  0.001068
   820      9     98  0.028480  0.026659  0.001821
   821      9     99  0.029950  0.027533  0.002417
   822      9    100  0.029710  0.028544  0.001166
   823      9    101  0.030940  0.031200  -0.000260
   824      9    102  0.031670  0.029523  0.002147
   825      9    103  0.030940  0.029364  0.001576
   826      9    104  0.032900  0.029620  0.003280
   827     10     16  0.044580  0.043480  0.001100
   828     10     17  0.044800  0.043056  0.001744
   829     10     18  0.044160  0.043013  0.001147
   830     10     19  0.044580  0.042341  0.002239
   831     10     20  0.043320  0.041990  0.001330
   832     10     21  0.043100  0.040950  0.002150
   833     10     22  0.042680  0.041264  0.001416
   834     10     23  0.044800  0.040966  0.003834
   835     10     24  0.042680  0.040673  0.002007
   836     10     25  0.042050  0.040389  0.001661
   837     10     26  0.042050  0.040252  0.001798
   838     10     27  0.041840  0.039431  0.002409
   839     10     28  0.040350  0.038856  0.001494
   840     10     29  0.039090  0.038334  0.000756
   841     10     30  0.038870  0.037904  0.000966
   842     10     31  0.039090  0.037040  0.002050
   843     10     32  0.037820  0.037501  0.000319
   844     10     33  0.037820  0.037387  0.000433
   845     10     34  0.037610  0.036889  0.000721
   846     10     35  0.036340  0.036747  -0.000407
   847     10     36  0.035910  0.036380  -0.000470
   848     10     37  0.036760  0.035803  0.000957
   849     10     38  0.035490  0.035880  -0.000390
   850     10     39  0.034430  0.035446  -0.001016
   851     10     41  0.034640  0.034129  0.000511
   852     10     42  0.034860  0.034454  0.000406
   853     10     43  0.035490  0.033678  0.001812
   854     10     44  0.033590  0.033563  0.000027
   855     10     45  0.033160  0.032998  0.000162
   856     10     46  0.031470  0.032218  -0.000748
   857     10     47  0.031680  0.031816  -0.000136
   858     10     48  0.031890  0.031335  0.000555
   859     10     49  0.031260  0.031291  -0.000031
   860     10     50  0.030840  0.030668  0.000172
   861     10     51  0.029990  0.029029  0.000961
   862     10     52  0.028510  0.029812  -0.001302
   863     10     53  0.032160  0.030320  0.001840
   864     10     54  0.031430  0.030744  0.000686
   865     10     55  0.031670  0.030967  0.000703
   866     10     56  0.031180  0.030729  0.000451
   867     10     57  0.029950  0.030743  -0.000793
   868     10     58  0.028720  0.030732  -0.002012
   869     10     59  0.027990  0.030274  -0.002284
   870     10     60  0.030200  0.029997  0.000203
   871     10     61  0.030440  0.030150  0.000290
   872     10     62  0.030440  0.030535  -0.000095
   873     10     63  0.030690  0.030041  0.000649
   874     10     64  0.030440  0.030105  0.000335
   875     10     65  0.030690  0.029633  0.001057
   876     10     66  0.030200  0.029488  0.000712
   877     10     67  0.030200  0.029706  0.000494
   878     10     68  0.030690  0.029409  0.001281
   879     10     69  0.030690  0.029378  0.001312
   880     10     70  0.030200  0.029224  0.000976
   881     10     71  0.029710  0.029146  0.000564
   882     10     72  0.029710  0.028125  0.001585
   883     10     73  0.028480  0.027423  0.001057
   884     10     74  0.027010  0.026354  0.000656
   885     10     75  0.024300  0.025448  -0.001148
   886     10     78  0.023080  0.024066  -0.000986
   887     10     80  0.024060  0.023535  0.000525
   888     10     81  0.025780  0.024967  0.000813
   889     10     82  0.026020  0.022362  0.003658
   890     10     83  0.021850  0.021785  0.000065
   891     10     84  0.021850  0.021445  0.000405
   892     10     85  0.023810  0.021338  0.002472
   893     10     86  0.022580  0.021074  0.001506
   894     10     87  0.021600  0.020634  0.000966
   895     10     88  0.016690  0.016033  0.000657
   896     10     89  0.012510  0.011701  0.000809
   897     10     90  0.005640  0.006425  -0.000785
   898     10     92  0.007600  0.006423  0.001177
   899     10     93  0.010790  0.009778  0.001012
   900     10     95  0.007110  0.016928  -0.009818
   901     10     96  0.021360  0.020892  0.000468
   902     10     97  0.013500  0.022191  -0.008691
   903     10     98  0.019150  0.022418  -0.003268
   904     10    100  0.022580  0.024303  -0.001723
   905     10    101  0.024550  0.026958  -0.002408
   906     10    102  0.025780  0.025282  0.000498
   907     10    103  0.025040  0.025123  -0.000083
   908     10    104  0.024790  0.025379  -0.000589
   909     11      3  0.053540  0.051876  0.001664
   910     11      4  0.053330  0.051108  0.002222
   911     11      5  0.052920  0.050912  0.002008
   912     11      7  0.048380  0.050594  -0.002214
   913     11      8  0.050860  0.050209  0.000651
   914     11      9  0.051470  0.050129  0.001341
   915     11     10  0.052510  0.050505  0.002005
   916     11     16  0.050030  0.047191  0.002839
   917     11     17  0.050030  0.046768  0.003262
   918     11     18  0.049000  0.046725  0.002275
   919     11     19  0.047560  0.046053  0.001507
   920     11     20  0.046730  0.045701  0.001029
   921     11     21  0.046320  0.044662  0.001658
   922     11     22  0.045490  0.044976  0.000514
   923     11     23  0.045290  0.044678  0.000612
   924     11     24  0.045490  0.044385  0.001105
   925     11     25  0.044460  0.044101  0.000359
   926     11     26  0.046320  0.043963  0.002357
   927     11     27  0.045290  0.043143  0.002147
   928     11     28  0.044880  0.042568  0.002312
   929     11     29  0.043840  0.042046  0.001794
   930     11     30  0.043020  0.041616  0.001404
   931     11     31  0.042400  0.040751  0.001649
   932     11     32  0.041990  0.041213  0.000777
   933     11     33  0.041780  0.041099  0.000681
   934     11     34  0.041160  0.040600  0.000560
   935     11     36  0.042810  0.040092  0.002718
   936     11     37  0.041780  0.039515  0.002265
   937     11     38  0.040960  0.039592  0.001368
   938     11     39  0.040550  0.039158  0.001392
   939     11     40  0.040960  0.039005  0.001955
   940     11     41  0.040750  0.037840  0.002910
   941     11     42  0.039930  0.038166  0.001764
   942     11     43  0.039100  0.037390  0.001710
   943     11     44  0.038900  0.037275  0.001625
   944     11     45  0.037660  0.036710  0.000950
   945     11     46  0.037450  0.035930  0.001520
   946     11     47  0.037250  0.035528  0.001722
   947     11     48  0.037040  0.035047  0.001993
   948     11     49  0.037040  0.035003  0.002037
   949     11     50  0.037660  0.034380  0.003280
   950     11     51  0.036420  0.032740  0.003680
   951     11     52  0.036210  0.033523  0.002687
   952     11     53  0.037320  0.034032  0.003288
   953     11     54  0.038800  0.034456  0.004344
   954     11     55  0.039290  0.034678  0.004612
   955     11     56  0.037810  0.034441  0.003369
   956     11     57  0.036580  0.034455  0.002125
   957     11     59  0.038060  0.033986  0.004074
   958     11     60  0.037810  0.033709  0.004101
   959     11     61  0.037320  0.033862  0.003458
   960     11     63  0.036340  0.033753  0.002587
   961     11     64  0.035850  0.033817  0.002033
   962     11     67  0.034620  0.033418  0.001202
   963     11     68  0.034370  0.033553  0.000817
   964     11     72  0.034370  0.033904  0.000466
   965     11     75  0.030440  0.031552  -0.001112
   966     11     78  0.030200  0.030268  -0.000068
   967     11     79  0.029460  0.029868  -0.000408
   968     11     80  0.028230  0.029768  -0.001538
   969     11     81  0.028480  0.031200  -0.002720
   970     11     82  0.027010  0.028595  -0.001585
   971     11     83  0.027010  0.028018  -0.001008
   972     11     84  0.026270  0.027678  -0.001408
   973     11     85  0.027250  0.027571  -0.000321
   974     11     86  0.025290  0.027307  -0.002017
   975     11     92  0.029220  0.025932  0.003288
   976     11     93  0.029220  0.025264  0.003956
   977     11     94  0.027250  0.025223  0.002027
   978     11     95  0.025530  0.026193  -0.000663
   979     11     96  0.023320  0.023155  0.000165
   980     11     97  0.019880  0.019289  0.000591
   981     11     98  0.016200  0.015483  0.000717
   982     11     99  0.012020  0.011237  0.000783
   983     11    100  0.006620  0.006286  0.000334
   984     11    102  0.000970  0.005278  -0.004308
   985     11    103  0.011530  0.009947  0.001583
   986     11    104  0.015710  0.014506  0.001204
